2022-11-08 20:49:25,34-7D-F6-4D-52-60,10.30.43.5:49869,40-FE-95-FE-80-01,59.36.120.125:80,54
2022-11-08 20:49:25,40-FE-95-FE-80-01,59.36.120.125:80,34-7D-F6-4D-52-60,10.30.43.5:49869,143
2022-11-08 20:49:25,34-7D-F6-4D-52-60,10.30.43.5:49869,40-FE-95-FE-80-01,59.36.120.125:80,54
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53290,40-FE-95-FE-80-01,121.36.101.29:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53428,40-FE-95-FE-80-01,121.36.101.29:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53383,40-FE-95-FE-80-01,123.60.221.20:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53421,40-FE-95-FE-80-01,121.36.101.29:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53429,40-FE-95-FE-80-01,121.36.101.29:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53507,40-FE-95-FE-80-01,36.152.44.95:80,54
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53502,40-FE-95-FE-80-01,36.152.44.96:80,54
2022-11-08 20:49:26,40-FE-95-FE-80-01,59.36.120.125:80,34-7D-F6-4D-52-60,10.30.43.5:49869,143
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53432,40-FE-95-FE-80-01,121.36.101.29:443,85
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:49869,40-FE-95-FE-80-01,59.36.120.125:80,54
2022-11-08 20:49:26,40-FE-95-FE-80-01,52.182.141.63:443,34-7D-F6-4D-52-60,10.30.43.5:53508,472
2022-11-08 20:49:26,34-7D-F6-4D-52-60,10.30.43.5:53508,40-FE-95-FE-80-01,52.182.141.63:443,254
2022-11-08 20:49:27,40-FE-95-FE-80-01,119.3.227.186:11113,34-7D-F6-4D-52-60,10.30.43.5:49764,475
2022-11-08 20:49:27,34-7D-F6-4D-52-60,10.30.43.5:49764,40-FE-95-FE-80-01,119.3.227.186:11113,91
2022-11-08 20:49:27,40-FE-95-FE-80-01,52.182.141.63:443,34-7D-F6-4D-52-60,10.30.43.5:53508,108
2022-11-08 20:49:27,34-7D-F6-4D-52-60,10.30.43.5:53508,40-FE-95-FE-80-01,52.182.141.63:443,1440
2022-11-08 20:49:27,34-7D-F6-4D-52-60,10.30.43.5:53508,40-FE-95-FE-80-01,52.182.141.63:443,882
2022-11-08 20:49:27,40-FE-95-FE-80-01,119.3.227.186:11113,34-7D-F6-4D-52-60,10.30.43.5:49764,66
