2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,71
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,78
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,137
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,71
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,137
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,78
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,210
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,210
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,955
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,955
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,137
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,71
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,137
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,71
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,210
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,210
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,955
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,955
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,137
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,71
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,137
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51476,71
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,66
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,211
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,211
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,1279
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51476,40-FE-95-FE-80-01,124.236.26.167:80,1279
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,66
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,71
2022-11-08 19:35:20,34-7D-F6-4D-52-60,10.30.43.5:51479,40-FE-95-FE-80-01,124.236.26.167:80,78
2022-11-08 19:35:20,40-FE-95-FE-80-01,124.236.26.167:80,34-7D-F6-4D-52-60,10.30.43.5:51479,137
